	0	1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16	17	18	19	20	21	22	23	24
nFOMC20051213meeting.csv_MR.	0	1	2	1	0	0	28	0	467	0	1	0	0	0	4	0	0	0	2	3	0	1	0	0	2
nFOMC20051213meeting.csv_MR.	0	8	10	0	13	0	9	4	348	0	3	0	0	135	2	0	0	8	0	25	1	0	10	0	0
nFOMC20051213meeting.csv_MR.	0	0	1	0	1	0	0	5	295	0	0	0	0	0	0	2	1	16	18	19	8	0	0	9	0
nFOMC20051213meeting.csv_MR.	0	0	0	0	0	0	0	0	163	0	0	0	0	0	0	0	0	6	11	1	0	0	0	4	0
nFOMC20051213meeting.csv_MR.	0	7	3	0	9	2	0	0	536	0	0	0	0	1	2	0	0	17	0	3	4	3	0	0	0
nFOMC20051213meeting.csv_MR.	6	237	0	0	29	2	9	0	482	13	0	0	4	0	0	7	0	0	0	0	1	1	0	0	0
nFOMC20051213meeting.csv_MR.	0	0	0	1	0	1	0	0	452	0	4	2	0	0	2	0	1	11	33	9	10	0	0	0	0
nFOMC20051213meeting.csv_MR.	0	8	7	3	0	0	0	3	539	0	0	0	1	0	0	1	0	15	0	0	11	4	9	0	67
nFOMC20051213meeting.csv_MR.	1	8	0	0	1	5	2	0	420	1	4	1	0	3	0	1	5	6	0	0	0	2	0	104	0
nFOMC20051213meeting.csv_MR.	0	0	3	3	0	0	0	0	150	0	0	1	0	0	0	0	0	0	1	0	0	0	7	3	5
nFOMC20051213meeting.csv_MR.	2	0	0	0	4	4	14	88	330	0	2	0	0	8	2	3	1	4	0	4	0	0	0	0	0
nFOMC20051213meeting.csv_MR.	0	0	0	0	0	0	0	0	393	0	0	3	0	0	1	2	0	1	37	4	0	0	0	0	0
nFOMC20051213meeting.csv_MR.	0	0	0	1	1	0	0	7	182	1	0	0	1	0	0	1	0	3	12	5	0	3	2	0	6
nFOMC20051213meeting.csv_MR.	1	3	0	1	0	0	2	7	1057	1	0	4	0	0	4	0	0	39	0	20	0	189	0	0	0
nFOMC20051213meeting.csv_MS.	7	0	3	1	14	0	28	13	469	0	10	0	21	3	0	0	1	0	4	0	0	1	0	3	0
nFOMC20051213meeting.csv_MS.	0	0	0	0	0	0	0	0	37	1	1	0	0	0	0	0	0	0	0	0	0	0	46	0	0
nFOMC20051213meeting.csv_MS.	4	1	0	0	135	4	0	0	535	11	0	3	2	2	6	70	0	0	1	2	8	0	0	0	0
nFOMC20051213meeting.csv_MS.	0	0	0	1	3	0	9	0	525	0	0	2	0	0	1	0	0	48	71	13	0	0	0	2	0
nFOMC20051213meeting.csv_MS.	1	0	0	1	0	0	0	17	298	0	0	0	0	0	0	0	2	26	19	0	0	0	0	48	0
nFOMC20051213meeting.csv_MS.	2	0	0	0	1	6	0	0	554	0	0	0	0	0	0	0	0	55	0	11	1	8	0	0	2
nFOMC20051213meeting.csv_VICE	1	0	2	0	0	2	7	0	336	0	1	0	0	1	0	0	56	0	0	0	0	0	0	0	0
nFOMC20060328meeting.csv_CHAIRMAN	0	4	1	0	0	0	0	8	1254	1	11	0	0	0	2	0	2	15	3	5	0	0	267	7	0
nFOMC20060328meeting.csv_MR.	0	5	29	0	58	1	16	31	598	4	1	15	10	291	5	9	0	3	5	14	1	0	0	11	2
nFOMC20060328meeting.csv_MR.	0	0	1	0	0	0	4	0	621	0	0	3	0	9	0	0	8	0	8	20	23	0	0	22	1
nFOMC20060328meeting.csv_MR.	1	1	0	0	0	0	0	0	376	0	0	0	0	5	0	0	3	0	41	0	0	0	0	5	0
nFOMC20060328meeting.csv_MR.	8	8	3	4	4	1	1	0	919	1	2	0	0	2	1	0	0	25	0	0	3	14	1	0	0
nFOMC20060328meeting.csv_MR.	4	318	0	0	22	0	4	0	714	9	0	53	8	0	9	4	0	0	0	1	8	0	2	0	0
nFOMC20060328meeting.csv_MR.	0	0	0	8	15	76	0	0	535	0	0	0	1	1	2	2	0	0	0	0	1	1	0	2	0
nFOMC20060328meeting.csv_MR.	0	0	1	0	0	22	0	0	745	7	19	3	2	0	1	0	0	23	19	10	18	2	0	4	0
nFOMC20060328meeting.csv_MR.	0	1	0	13	4	7	0	1	729	0	0	0	0	6	0	0	0	0	1	1	11	0	3	56	0
nFOMC20060328meeting.csv_MR.	15	1	1	0	0	0	23	10	343	24	0	0	0	2	4	0	0	0	0	6	4	0	0	6	0
nFOMC20060328meeting.csv_MR.	0	3	21	1	0	1	0	132	650	0	0	23	5	29	0	10	0	0	2	14	8	0	0	2	0
nFOMC20060328meeting.csv_MR.	1	4	0	0	7	0	1	0	867	0	1	1	0	0	0	2	13	4	0	0	0	4	1	0	184
nFOMC20060328meeting.csv_MR.	0	0	0	0	0	0	0	0	435	0	2	0	8	0	0	1	0	0	11	1	3	1	6	1	0
nFOMC20060328meeting.csv_MR.	0	0	0	2	0	0	0	3	1443	0	9	0	0	0	2	20	1	1	1	0	0	273	0	0	0
nFOMC20060328meeting.csv_MR.	0	1	0	0	0	0	1	4	455	0	2	0	0	0	1	0	0	0	50	0	0	0	1	0	0
nFOMC20060328meeting.csv_MR.	0	9	0	0	0	0	266	0	599	0	0	0	6	5	1	0	0	6	0	0	0	0	20	15	8
nFOMC20060328meeting.csv_MS.	1	6	0	0	0	0	63	0	512	17	0	1	3	6	0	0	0	1	9	0	0	16	3	0	0
nFOMC20060328meeting.csv_MS.	1	0	0	7	1	0	0	0	145	0	3	2	0	0	0	0	0	0	0	0	0	0	90	1	5
nFOMC20060328meeting.csv_MS.	0	1	0	0	51	2	0	4	772	8	2	0	0	0	8	315	0	0	1	5	7	1	0	0	0
nFOMC20060328meeting.csv_MS.	4	1	2	0	4	0	0	0	910	0	0	1	0	17	0	0	0	0	91	0	0	0	7	1	0
nFOMC20060328meeting.csv_MS.	2	0	0	0	1	2	1	0	577	0	1	3	0	5	0	0	0	0	6	1	0	0	0	24	0
nFOMC20060328meeting.csv_MS.	3	3	3	0	0	6	1	8	1242	2	2	0	0	0	3	16	0	30	7	1	0	47	0	0	1
nFOMC20060328meeting.csv_PRESIDENT	0	0	0	0	0	0	0	0	0	0	0	0	1	2	0	0	0	0	0	0	0	0	0	0	0
nFOMC20060328meeting.csv_VICE	0	8	0	1	2	0	3	0	948	0	0	0	0	0	0	2	124	8	0	1	0	0	2	1	3
nFOMC20060629meeting.csv_CHAIRMAN	3	0	3	21	2	9	0	0	1089	0	0	2	0	0	0	0	27	0	0	0	0	2	210	3	8
nFOMC20060629meeting.csv_MR.	6	0	6	13	14	0	9	31	578	0	0	6	0	242	1	0	0	0	0	0	0	7	34	19	5
nFOMC20060629meeting.csv_MR.	0	0	0	4	5	6	0	0	740	0	5	0	0	0	11	0	15	1	17	79	6	0	0	3	0
nFOMC20060629meeting.csv_MR.	7	0	0	0	1	0	0	0	441	5	0	0	0	0	0	0	0	3	17	1	0	1	0	0	0
nFOMC20060629meeting.csv_MR.	0	10	2	0	128	0	0	1	1066	0	0	0	0	0	0	199	2	0	1	0	2	0	0	0	96
nFOMC20060629meeting.csv_MR.	0	0	0	1	1	0	1	0	839	3	15	1	0	1	1	2	1	13	0	0	3	0	13	0	3
nFOMC20060629meeting.csv_MR.	20	317	1	3	49	5	0	6	639	4	0	14	3	0	0	0	4	1	2	0	0	0	0	2	0
nFOMC20060629meeting.csv_MR.	0	0	0	2	7	95	2	2	566	0	12	1	4	5	0	1	1	0	0	1	0	0	4	0	2
nFOMC20060629meeting.csv_MR.	0	0	0	3	0	0	1	0	1106	1	39	0	3	0	0	0	1	5	11	7	59	25	7	0	0
nFOMC20060629meeting.csv_MR.	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
nFOMC20060629meeting.csv_MR.	0	0	0	1	0	0	0	7	741	0	9	0	0	0	0	3	0	1	2	0	0	21	0	62	8
nFOMC20060629meeting.csv_MR.	0	0	0	0	0	1	0	159	818	0	0	7	1	2	0	8	1	24	0	0	0	1	0	0	2
nFOMC20060629meeting.csv_MR.	0	1	0	17	0	1	7	1	563	1	12	0	1	0	0	1	2	1	0	0	0	5	2	1	129
nFOMC20060629meeting.csv_MR.	0	6	0	0	0	2	1	0	795	52	0	1	0	0	18	16	0	4	6	0	0	125	0	0	118
nFOMC20060629meeting.csv_MR.	0	0	0	0	0	2	0	0	305	0	0	1	0	1	0	0	0	0	0	0	4	1	0	23	2
nFOMC20060629meeting.csv_MR.	2	0	3	1	0	0	3	0	449	0	0	0	2	0	0	1	0	0	0	0	13	64	0	2	4
nFOMC20060629meeting.csv_MR.	0	0	0	0	0	0	0	0	413	0	0	0	0	0	1	0	6	0	46	0	0	6	0	0	1
nFOMC20060629meeting.csv_MR.	1	2	0	0	0	0	197	2	697	0	0	0	0	0	5	0	16	0	0	2	0	0	0	0	0
nFOMC20060629meeting.csv_MR.	0	0	0	0	0	0	3	1	845	0	1	0	0	1	63	0	0	92	0	0	0	93	0	0	134
nFOMC20060629meeting.csv_MS.	5	0	0	0	3	3	5	0	483	9	0	0	0	10	0	5	0	0	1	0	8	14	0	15	0
nFOMC20060629meeting.csv_MS.	0	1	0	4	0	1	0	5	268	4	22	14	2	0	0	1	0	0	0	0	0	0	85	0	0
nFOMC20060629meeting.csv_MS.	0	0	0	0	54	8	1	0	219	0	0	0	34	0	0	25	0	3	0	0	9	7	6	0	0
nFOMC20060629meeting.csv_MS.	0	1	0	0	0	6	22	0	941	5	14	1	1	0	0	0	0	6	83	0	15	0	10	0	1
nFOMC20060629meeting.csv_MS.	1	0	1	0	0	0	0	0	372	0	6	0	3	0	0	0	0	0	0	0	0	0	11	19	0
nFOMC20060629meeting.csv_MS.	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0
nFOMC20060629meeting.csv_MS.	0	0	0	0	11	1	0	2	713	0	7	0	0	7	9	9	0	7	1	0	0	0	2	0	0
nFOMC20060629meeting.csv_VICE	0	2	1	0	0	0	0	0	667	2	5	0	0	0	0	1	159	0	1	2	0	0	0	0	0
nFOMC20050202meeting.csv_CHAIRMAN	0	0	293	6	10	0	0	1	1368	0	61	12	48	0	4	3	0	2	0	2	8	6	187	0	0
nFOMC20050202meeting.csv_ICE	0	0	0	3	0	0	1	0	521	0	44	0	0	0	0	0	253	0	1	0	0	0	0	0	1
nFOMC20050202meeting.csv_MR.	0	0	2	0	4	0	0	0	561	0	39	0	2	0	0	0	4	30	0	0	0	0	0	3	2
nFOMC20050202meeting.csv_MR.	0	0	11	42	0	0	2	1	727	0	171	1	0	0	0	0	0	0	0	0	15	3	0	0	109
nFOMC20050202meeting.csv_MR.	0	0	50	4	13	0	0	0	796	0	97	0	24	0	1	34	6	8	0	0	19	10	14	0	1
nFOMC20050202meeting.csv_MR.	0	0	14	23	28	7	1	5	471	1	47	0	0	3	8	12	0	0	2	3	2	0	0	0	0
nFOMC20050202meeting.csv_MR.	0	0	0	0	2	0	2	14	345	0	35	0	0	11	0	0	5	0	29	4	0	0	4	4	0
nFOMC20050202meeting.csv_MR.	0	0	0	0	0	3	1	1	398	0	35	0	0	0	0	0	0	0	35	0	0	2	0	0	0
nFOMC20050202meeting.csv_MR.	1	0	8	0	16	0	0	0	872	1	102	0	0	9	0	35	0	25	0	0	3	0	0	0	0
nFOMC20050202meeting.csv_MR.	0	303	2	1	1	0	0	1	404	5	0	31	0	0	2	11	0	1	1	3	0	0	4	1	2
nFOMC20050202meeting.csv_MR.	0	0	0	0	0	0	0	1	500	0	73	2	0	0	0	0	3	1	3	0	5	0	0	14	0
nFOMC20050202meeting.csv_MR.	0	2	0	1	10	0	0	0	483	0	58	1	40	5	0	0	0	0	6	0	0	0	5	36	8
nFOMC20050202meeting.csv_MR.	1	1	32	0	0	4	9	0	401	14	57	0	6	4	0	0	8	12	0	13	0	0	0	3	0
nFOMC20050202meeting.csv_MR.	0	3	5	8	11	1	11	35	493	0	29	0	0	0	0	0	9	0	0	0	0	1	0	1	0
nFOMC20050202meeting.csv_MR.	17	1	0	33	0	0	0	1	869	0	18	1	0	0	0	0	36	14	0	0	30	0	1	0	107
nFOMC20050202meeting.csv_MR.	0	0	4	1	4	0	1	2	700	0	75	0	2	0	0	1	5	2	54	0	0	0	0	0	0
nFOMC20050202meeting.csv_MR.	2	0	3	0	0	0	0	1	969	16	0	0	0	0	0	59	0	14	1	0	0	188	0	0	113
nFOMC20050202meeting.csv_MR.	0	0	1	3	0	2	0	3	164	0	10	3	7	0	0	0	0	0	13	2	5	0	0	11	0
nFOMC20050202meeting.csv_MR.	0	1	0	4	0	0	0	0	40	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	2
nFOMC20050202meeting.csv_MR.	0	0	3	5	1	0	1	0	339	0	172	3	0	0	9	0	0	0	1	1	13	1	1	0	19
nFOMC20050202meeting.csv_MS.	15	0	0	0	0	7	40	1	546	24	44	3	27	0	0	0	3	0	0	0	4	0	0	8	1
nFOMC20050202meeting.csv_MS.	0	0	0	0	0	0	0	0	46	0	2	0	0	0	0	0	0	1	0	0	0	0	46	0	0
nFOMC20050202meeting.csv_MS.	0	7	2	1	0	1	0	0	349	0	0	0	0	19	0	0	0	0	9	4	0	0	1	17	1
nFOMC20050202meeting.csv_MS.	0	21	3	0	82	1	0	0	827	0	2	0	8	1	0	315	10	1	1	0	7	8	0	0	46
nFOMC20050202meeting.csv_MS.	3	0	0	0	18	2	12	0	743	0	76	0	34	0	4	11	0	1	53	11	32	0	0	0	0
nFOMC20050202meeting.csv_MS.	1	0	0	11	0	1	0	0	394	0	61	0	0	2	0	0	8	1	7	0	0	0	0	14	0
nFOMC20050202meeting.csv_MS.	3	0	0	14	1	0	3	0	748	0	137	0	0	2	3	0	0	34	13	11	3	10	2	21	0
nFOMC20050202meeting.csv_VICE	1	0	0	2	0	0	0	0	506	0	49	0	0	2	1	0	253	1	0	0	0	0	0	0	0
nFOMC20070628meeting.csv_CHAIRMAN	3	0	0	173	0	60	5	3	1718	3	55	1	45	1	0	4	0	15	3	0	0	2	346	1	1
nFOMC20070628meeting.csv_GOVERNOR	0	0	0	0	0	1	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
nFOMC20070628meeting.csv_MR.	9	221	0	0	0	0	0	0	825	205	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
nFOMC20070628meeting.csv_MR.	0	0	36	52	57	18	16	8	757	5	0	0	35	214	0	1	0	8	0	0	0	1	35	18	3
nFOMC20070628meeting.csv_MR.	3	0	4	32	1	3	0	1	613	13	4	0	0	1	9	4	1	0	27	0	2	2	0	6	0
nFOMC20070628meeting.csv_MR.	1	0	10	170	3	34	2	2	1303	0	30	2	15	0	0	0	9	8	1	1	0	0	17	0	5
nFOMC20070628meeting.csv_MR.	2	0	0	30	0	250	1	0	864	46	6	0	13	1	9	0	0	0	0	0	0	0	11	0	0
nFOMC20070628meeting.csv_MR.	1	0	4	46	0	0	3	7	976	0	52	0	31	0	0	3	0	2	11	0	22	0	27	4	6
nFOMC20070628meeting.csv_MR.	0	8	0	0	88	1	0	0	832	0	0	0	0	0	0	171	0	0	0	11	0	9	0	0	92
nFOMC20070628meeting.csv_MR.	18	0	0	26	0	32	1	11	503	17	18	0	0	10	7	0	6	0	19	2	0	0	0	1	0
nFOMC20070628meeting.csv_MR.	1	0	8	62	4	3	0	0	897	0	26	0	359	1	1	0	0	0	0	0	6	0	16	2	0
nFOMC20070628meeting.csv_MR.	0	0	0	47	0	0	1	9	713	0	4	0	3	0	0	0	0	0	3	0	1	2	0	59	2
nFOMC20070628meeting.csv_MR.	0	0	0	95	0	29	2	27	1495	0	21	5	33	28	0	0	30	1	36	0	18	4	5	0	1
nFOMC20070628meeting.csv_MR.	0	2	2	37	1	7	0	76	571	11	0	2	26	0	7	2	0	0	0	0	0	8	0	0	0
nFOMC20070628meeting.csv_MR.	5	0	0	352	0	5	3	0	1945	11	17	0	0	0	3	1	0	0	0	0	32	0	0	0	311
nFOMC20070628meeting.csv_MR.	0	0	0	33	0	4	0	0	512	0	0	0	0	0	0	0	0	1	3	0	0	0	2	4	0
nFOMC20070628meeting.csv_MR.	0	0	0	0	0	0	0	1	31	0	0	0	0	1	0	5	0	0	0	0	0	5	0	0	0
nFOMC20070628meeting.csv_MR.	60	22	0	35	0	40	140	2	563	11	0	9	5	0	0	0	5	0	0	1	2	4	0	4	1
nFOMC20070628meeting.csv_MR.	0	3	5	0	0	0	0	0	872	0	0	0	0	1	17	4	0	0	0	2	1	101	0	0	133
nFOMC20070628meeting.csv_MS.	0	0	1	0	0	0	3	0	23	0	0	1	0	0	0	8	1	0	0	0	0	0	0	1	2
nFOMC20070628meeting.csv_MS.	18	38	0	0	0	0	1	0	611	226	0	0	1	0	12	0	0	2	0	0	0	24	0	8	92
nFOMC20070628meeting.csv_MS.	0	15	0	113	1	53	14	8	1239	0	4	7	35	0	0	1	0	0	73	2	0	0	7	19	7
nFOMC20070628meeting.csv_MS.	0	0	5	50	0	0	0	0	574	2	17	0	0	6	1	0	2	0	1	0	0	0	22	18	4
nFOMC20070628meeting.csv_MS.	0	0	0	0	0	0	0	0	42	0	0	0	0	0	0	0	1	0	0	0	0	0	39	0	0
nFOMC20070628meeting.csv_MS.	5	1	0	77	3	13	0	0	906	18	10	0	14	0	11	0	10	12	2	0	0	0	5	0	0
nFOMC20070628meeting.csv_VICE	18	0	0	134	4	31	4	0	1071	9	0	0	37	0	0	0	297	0	0	1	13	0	14	0	0
nFOMC20070131meeting.csv_CHAIRMAN	1	3	18	97	3	55	4	0	1989	1	21	3	12	0	0	2	4	0	0	0	6	7	346	10	2
nFOMC20070131meeting.csv_MR.	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
nFOMC20070131meeting.csv_MR.	0	0	0	77	5	3	2	0	654	0	10	5	0	4	0	0	0	2	57	0	0	14	1	1	2
nFOMC20070131meeting.csv_MR.	2	1	0	139	22	1	0	0	228	0	9	18	6	0	0	0	1	1	0	0	0	0	0	0	29
nFOMC20070131meeting.csv_MR.	12	42	0	1	15	0	0	0	589	169	0	0	0	1	0	44	0	1	0	0	2	0	0	1	0
nFOMC20070131meeting.csv_MR.	3	0	0	27	36	0	16	31	858	6	16	9	42	314	9	4	0	12	0	5	38	0	32	22	1
nFOMC20070131meeting.csv_MR.	0	26	0	0	92	1	0	0	798	8	0	0	1	1	5	227	0	0	0	2	1	1	0	0	79
nFOMC20070131meeting.csv_MR.	0	0	0	125	2	0	0	0	615	0	18	0	1	5	0	0	2	0	41	0	2	0	0	8	0
nFOMC20070131meeting.csv_MR.	0	0	2	156	1	0	0	3	1417	0	27	1	26	1	0	5	0	9	0	0	1	0	28	0	0
nFOMC20070131meeting.csv_MR.	0	2	8	42	1	120	0	1	614	0	3	0	11	0	0	0	10	0	2	2	0	5	1	1	0
nFOMC20070131meeting.csv_MR.	7	0	21	102	0	5	0	0	1111	1	86	1	0	4	3	0	0	0	18	4	34	25	2	2	0
nFOMC20070131meeting.csv_MR.	0	0	0	180	1	3	0	0	795	0	18	1	217	5	0	0	0	1	0	0	0	0	4	4	0
nFOMC20070131meeting.csv_MR.	0	0	1	103	0	11	0	0	889	0	17	1	2	0	0	0	0	4	1	0	5	0	2	69	0
nFOMC20070131meeting.csv_MR.	0	0	1	85	2	1	0	9	1043	0	1	4	11	2	2	0	1	0	49	0	0	1	3	0	0
nFOMC20070131meeting.csv_MR.	1	1	26	6	2	0	4	103	635	3	0	0	10	4	0	1	0	0	3	0	9	0	3	0	0
nFOMC20070131meeting.csv_MR.	0	0	0	247	0	0	0	0	359	3	33	21	1	0	0	0	3	0	0	0	0	0	0	0	30
nFOMC20070131meeting.csv_MR.	0	9	0	114	1	0	0	5	845	1	25	0	0	0	0	0	6	0	0	1	2	0	3	6	169
nFOMC20070131meeting.csv_MR.	0	2	0	3	0	0	0	2	831	0	1	0	0	1	5	0	0	0	0	0	0	150	0	0	94
nFOMC20070131meeting.csv_MR.	0	0	0	49	0	0	1	0	422	0	1	0	3	0	1	0	2	3	11	0	1	1	12	12	0
nFOMC20070131meeting.csv_MR.	0	0	14	0	2	0	0	0	810	0	0	0	1	0	0	12	1	0	1	0	0	120	4	0	0
nFOMC20070131meeting.csv_MR.	3	0	0	54	2	1	143	0	926	3	0	0	7	0	0	0	6	1	0	0	9	32	0	10	2
nFOMC20070131meeting.csv_MR.	0	10	0	1	0	1	0	0	671	0	0	0	0	0	0	0	0	2	0	0	3	166	0	0	101
nFOMC20070131meeting.csv_MS.	0	0	0	49	0	22	0	8	648	85	19	0	39	25	1	0	0	0	1	0	10	6	4	0	3
nFOMC20070131meeting.csv_MS.	0	0	2	0	0	0	0	2	83	0	0	3	0	0	0	0	0	0	0	0	0	0	73	0	0
nFOMC20070131meeting.csv_MS.	0	0	0	0	0	0	0	0	108	0	0	0	1	0	0	28	0	0	0	0	0	0	0	0	0
nFOMC20070131meeting.csv_MS.	0	0	0	170	0	12	8	3	1602	0	54	0	9	0	1	0	32	0	22	0	22	6	0	3	4
nFOMC20070131meeting.csv_MS.	0	0	1	100	0	0	0	0	666	1	17	0	1	0	0	0	0	0	16	0	0	5	15	15	1
nFOMC20070131meeting.csv_MS.	4	7	0	223	0	1	1	0	1111	0	32	1	2	0	0	0	9	5	1	1	0	26	4	0	13
nFOMC20070131meeting.csv_VICE	3	1	1	75	0	30	0	0	1097	3	3	4	8	1	0	0	253	0	0	0	6	0	1	0	7
nFOMC20071031meeting.csv_CHAIRMAN	122	0	7	46	9	55	1	0	1421	0	0	0	13	8	1	3	0	0	4	3	14	0	257	6	2
nFOMC20071031meeting.csv_MR	0	0	0	1	0	0	0	0	0	0	0	0	0	2	0	1	0	0	0	0	0	0	0	0	0
nFOMC20071031meeting.csv_MR.	50	73	0	0	0	0	0	2	691	233	0	22	2	0	0	8	1	1	0	11	0	0	0	0	15
nFOMC20071031meeting.csv_MR.	55	0	0	0	1	0	0	4	630	0	0	0	0	1	0	2	0	0	1	0	0	11	0	41	0
nFOMC20071031meeting.csv_MR.	53	7	3	7	47	20	0	23	703	17	0	6	24	200	2	0	0	0	15	34	24	13	18	0	0
nFOMC20071031meeting.csv_MR.	15	0	0	0	6	0	7	0	673	7	0	0	0	1	0	0	0	0	51	0	0	0	2	10	1
nFOMC20071031meeting.csv_MR.	53	1	0	0	0	4	0	0	687	0	0	0	0	0	5	0	0	7	0	0	3	6	6	0	5
nFOMC20071031meeting.csv_MR.	57	0	3	0	0	136	0	1	501	9	6	0	6	0	0	0	1	1	0	0	0	0	1	0	0
nFOMC20071031meeting.csv_MR.	21	0	1	2	0	0	4	4	545	0	0	8	1	3	0	4	0	0	33	0	2	7	2	6	8
nFOMC20071031meeting.csv_MR.	32	0	0	7	0	0	8	8	447	11	1	0	0	0	0	0	0	0	10	0	3	0	1	3	0
nFOMC20071031meeting.csv_MR.	26	3	0	56	1	0	2	0	1012	0	5	1	1	0	0	2	1	0	0	0	0	3	0	0	113
nFOMC20071031meeting.csv_MR.	89	2	0	10	0	0	0	0	573	0	1	0	151	0	0	0	0	3	0	1	14	1	0	0	0
nFOMC20071031meeting.csv_MR.	41	0	0	0	0	26	1	0	1132	7	2	0	0	0	0	2	19	0	63	9	13	4	0	2	0
nFOMC20071031meeting.csv_MR.	14	2	2	5	1	13	0	91	713	0	3	0	5	2	0	8	0	0	0	0	2	1	2	4	0
nFOMC20071031meeting.csv_MR.	81	2	0	7	0	0	0	0	436	18	0	0	9	2	0	2	0	1	7	0	0	0	0	0	1
nFOMC20071031meeting.csv_MR.	4	0	0	0	38	0	0	0	462	2	0	1	0	0	0	154	1	0	0	0	0	0	0	4	1
nFOMC20071031meeting.csv_MR.	5	0	0	3	0	2	0	3	345	0	0	2	0	0	0	1	0	0	9	0	13	0	5	0	8
nFOMC20071031meeting.csv_MR.	49	7	0	0	0	0	0	5	1413	11	2	0	0	1	1	27	1	0	3	0	0	319	0	3	4
nFOMC20071031meeting.csv_MR.	112	9	1	1	1	8	121	0	669	1	0	1	31	1	0	18	1	0	3	0	0	0	0	1	0
nFOMC20071031meeting.csv_MS.	1	0	1	0	0	0	1	0	30	0	0	0	3	0	0	0	0	0	0	0	0	0	29	1	0
nFOMC20071031meeting.csv_MS.	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
nFOMC20071031meeting.csv_MS.	15	0	0	0	1	2	1	0	363	3	0	0	1	0	0	0	0	0	0	2	2	0	0	44	0
nFOMC20071031meeting.csv_MS.	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	1	0	0	0	1	0	1	0
nFOMC20071031meeting.csv_MS.	58	0	6	0	1	0	0	2	841	11	6	2	0	0	0	0	0	0	0	3	0	1	0	9	4
nFOMC20071031meeting.csv_VICE	53	0	0	11	9	5	0	11	754	0	0	0	11	0	0	0	142	0	0	1	0	0	1	0	2
nFOMC20061025meeting.csv_CHAIRMAN	0	0	2	14	0	17	0	0	1493	0	40	7	6	2	0	0	0	3	2	0	10	4	266	6	1
nFOMC20061025meeting.csv_GOVERNOR	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
nFOMC20061025meeting.csv_MR.	0	0	0	0	0	0	1	1	509	0	40	0	9	0	0	0	0	1	39	2	0	8	0	9	2
nFOMC20061025meeting.csv_MR.	0	0	12	0	4	2	9	14	788	1	27	0	39	289	1	8	0	4	0	11	4	1	23	40	0
nFOMC20061025meeting.csv_MR.	0	1	0	5	0	0	0	5	851	0	77	1	0	0	0	0	0	0	41	0	0	0	2	20	2
nFOMC20061025meeting.csv_MR.	0	0	0	17	1	7	0	0	1329	0	148	0	0	0	0	0	13	8	0	1	11	4	1	5	0
nFOMC20061025meeting.csv_MR.	0	247	3	0	0	0	14	0	469	0	0	52	0	0	0	0	0	0	0	0	9	0	7	1	0
nFOMC20061025meeting.csv_MR.	0	0	0	0	2	108	0	0	812	0	54	0	1	1	0	0	0	7	0	4	0	0	2	0	1
nFOMC20061025meeting.csv_MR.	8	0	11	3	0	0	0	0	1103	3	149	0	5	0	0	0	3	0	30	0	63	0	10	0	0
nFOMC20061025meeting.csv_MR.	0	0	0	0	8	0	0	0	998	0	112	4	359	4	4	0	0	0	0	0	0	0	1	0	0
nFOMC20061025meeting.csv_MR.	0	0	0	0	2	2	0	0	982	0	69	2	9	1	0	0	5	0	7	0	3	0	0	33	0
nFOMC20061025meeting.csv_MR.	0	0	1	13	2	0	3	0	1522	0	116	0	21	2	0	0	0	0	61	3	12	4	8	0	0
nFOMC20061025meeting.csv_MR.	2	0	0	0	0	0	0	107	988	2	38	0	17	0	0	0	0	0	2	3	21	0	0	0	5
nFOMC20061025meeting.csv_MR.	0	0	0	14	0	3	1	2	782	4	20	0	0	0	0	0	2	1	0	0	0	3	0	0	176
nFOMC20061025meeting.csv_MR.	0	1	2	4	0	6	0	2	296	3	38	1	28	0	0	0	0	0	10	0	1	0	0	2	0
nFOMC20061025meeting.csv_MR.	0	0	3	0	1	0	1	0	1605	0	0	2	0	0	53	9	0	4	0	7	1	313	0	0	1
nFOMC20061025meeting.csv_MR.	0	0	2	17	0	0	169	0	940	0	30	0	43	2	0	0	1	0	0	0	9	0	2	0	0
nFOMC20061025meeting.csv_MS.	15	0	1	9	0	32	0	4	669	35	54	0	10	0	0	1	14	0	0	1	0	0	1	4	0
nFOMC20061025meeting.csv_MS.	1	0	0	0	0	0	0	0	29	0	0	0	0	0	0	0	0	0	0	0	0	0	35	0	0
nFOMC20061025meeting.csv_MS.	0	3	0	1	22	2	0	0	456	0	0	0	0	0	0	244	0	1	0	7	1	4	0	0	0
nFOMC20061025meeting.csv_MS.	0	0	5	15	8	0	21	3	1215	0	138	0	2	0	2	0	4	3	50	3	12	0	0	2	0
